date,cc_mean_vote_share,dgm_mean_vote_share,pdal_mean_vote_share,ssp_mean_vote_share,cc_win_probability,dgm_win_probability,pdal_win_probability,ssp_win_probability
2024-04-02,,,,,,,,
2024-04-03,0.3085025844461633,0.2995972228995048,0.3279433641068903,0.0639568285474414,0.324,0.33,0.346,0.0
2024-04-04,0.3090920065289127,0.3000345940642419,0.3268847451745178,0.0639886542323274,0.325,0.298,0.377,0.0
2024-04-05,0.3090920065289127,0.3000345940642419,0.3268847451745178,0.0639886542323274,0.337,0.277,0.386,0.0
2024-04-06,0.3090920065289127,0.3000345940642419,0.3268847451745178,0.0639886542323274,0.337,0.277,0.386,0.0
2024-04-07,0.3090920065289127,0.3000345940642419,0.3268847451745178,0.0639886542323274,0.325,0.302,0.373,0.0
2024-04-08,0.310378021789324,0.2984019036612317,0.3278025144685068,0.0634175600809374,0.339,0.3,0.361,0.0
2024-04-09,0.310378021789324,0.2984019036612317,0.3278025144685068,0.0634175600809374,0.339,0.3,0.361,0.0
2024-04-10,0.310378021789324,0.2984019036612317,0.3278025144685068,0.0634175600809374,0.325,0.298,0.377,0.0
2024-04-11,0.3108620479450678,0.2979850029138087,0.327735389060186,0.0634175600809374,0.301,0.287,0.412,0.0
2024-04-12,0.3108620479450678,0.2979850029138087,0.327735389060186,0.0634175600809374,0.285,0.303,0.412,0.0
2024-04-13,0.3104347419234868,0.2976899572419414,0.3284577407536342,0.0634175600809374,0.306,0.315,0.379,0.0
2024-04-14,0.3100910473880602,0.2979063421992874,0.3277763001658959,0.0642263102467563,0.326,0.31,0.364,0.0
2024-04-15,0.3073401804151686,0.2995622694591199,0.3301968006804344,0.0629007494452769,0.302,0.318,0.38,0.0
2024-04-16,0.3073401804151686,0.2995622694591199,0.3301968006804344,0.0629007494452769,0.302,0.318,0.38,0.0
2024-04-17,0.3076033424850682,0.2995969790307892,0.3298989290388655,0.0629007494452769,0.304,0.307,0.389,0.0
2024-04-18,0.3074186190356071,0.2995617393306143,0.3297637725127272,0.0632558691210512,0.289,0.314,0.397,0.0
2024-04-19,0.3078572611469567,0.2985582309898696,0.3303286387421224,0.0632558691210512,0.294,0.322,0.384,0.0
2024-04-20,0.3078572611469567,0.2985582309898696,0.3303286387421224,0.0632558691210512,0.294,0.322,0.384,0.0
2024-04-21,0.3078572611469567,0.2985582309898696,0.3303286387421224,0.0632558691210512,0.294,0.322,0.384,0.0
