date,province,cc_mean_vote_share,dgm_mean_vote_share,pdal_mean_vote_share,cc_win_probability,dgm_win_probability,pdal_win_probability,ssp_mean_vote_share,ssp_win_probability
2024-04-02,,,,,,,,,
2024-04-03,Amperville,0.2882743242064441,0.3154566720536803,0.3962690037398754,0.283,0.3113333333333333,0.4056666666666667,0.0,0.0
2024-04-04,Amperville,0.2882743242064441,0.3154566720536803,0.3962690037398754,0.283,0.3113333333333333,0.4056666666666667,0.0,0.0
2024-04-05,Amperville,0.2882743242064441,0.3154566720536803,0.3962690037398754,0.283,0.3113333333333333,0.4056666666666667,0.0,0.0
2024-04-06,Amperville,0.2882743242064441,0.3154566720536803,0.3962690037398754,0.283,0.3113333333333333,0.4056666666666667,0.0,0.0
2024-04-07,Amperville,0.2882743242064441,0.3154566720536803,0.3962690037398754,0.283,0.3113333333333333,0.4056666666666667,0.0,0.0
2024-04-08,Amperville,0.2875770362304221,0.3044593094941857,0.4079636542753922,0.2795348837209302,0.3023255813953488,0.4181395348837209,0.0,0.0
2024-04-09,Amperville,0.2863492460847314,0.3227976114032822,0.3908531425119866,0.2806818181818182,0.3235227272727273,0.3957954545454545,0.0,0.0
2024-04-10,Amperville,0.2863492460847314,0.3227976114032822,0.3908531425119866,0.2806818181818182,0.3235227272727273,0.3957954545454545,0.0,0.0
2024-04-11,Amperville,0.2863492460847314,0.3227976114032822,0.3908531425119866,0.2806818181818182,0.3235227272727273,0.3957954545454545,0.0,0.0
2024-04-12,Amperville,0.2863492460847314,0.3227976114032822,0.3908531425119866,0.2806818181818182,0.3235227272727273,0.3957954545454545,0.0,0.0
2024-04-13,Amperville,0.2863492460847314,0.3227976114032822,0.3908531425119866,0.2806818181818182,0.3235227272727273,0.3957954545454545,0.0,0.0
2024-04-14,Amperville,0.2863492460847314,0.3227976114032822,0.3908531425119866,0.2806818181818182,0.3235227272727273,0.3957954545454545,0.0,0.0
2024-04-15,Amperville,0.2863492460847314,0.3227976114032822,0.3908531425119866,0.2806818181818182,0.3235227272727273,0.3957954545454545,0.0,0.0
2024-04-16,Amperville,0.2880976566123608,0.3045226207373499,0.4073797226502893,0.2849285714285714,0.2961428571428571,0.4189285714285714,0.0,0.0
2024-04-17,Amperville,0.2880976566123608,0.3045226207373499,0.4073797226502893,0.2849285714285714,0.2961428571428571,0.4189285714285714,0.0,0.0
2024-04-18,Amperville,0.2880976566123608,0.3045226207373499,0.4073797226502893,0.2849285714285714,0.2961428571428571,0.4189285714285714,0.0,0.0
2024-04-19,Amperville,0.2880976566123608,0.3045226207373499,0.4073797226502893,0.2849285714285714,0.2961428571428571,0.4189285714285714,0.0,0.0
2024-04-20,Amperville,0.2880976566123608,0.3045226207373499,0.4073797226502893,0.2849285714285714,0.2961428571428571,0.4189285714285714,0.0,0.0
2024-04-21,Amperville,0.2880976566123608,0.3045226207373499,0.4073797226502893,0.2849285714285714,0.2961428571428571,0.4189285714285714,0.0,0.0
2024-04-22,Amperville,0.2887512094259183,0.3091670219711815,0.4020817686028998,0.2846078431372549,0.3039215686274509,0.4114705882352941,0.0,0.0
2024-04-23,Amperville,0.2887512094259183,0.3091670219711815,0.4020817686028998,0.2846078431372549,0.3039215686274509,0.4114705882352941,0.0,0.0
2024-04-24,Amperville,0.2887512094259183,0.3091670219711815,0.4020817686028998,0.2846078431372549,0.3039215686274509,0.4114705882352941,0.0,0.0
2024-04-25,Amperville,0.2887512094259183,0.3091670219711815,0.4020817686028998,0.2846078431372549,0.3039215686274509,0.4114705882352941,0.0,0.0
2024-04-26,Amperville,0.2887512094259183,0.3091670219711815,0.4020817686028998,0.2846078431372549,0.3039215686274509,0.4114705882352941,0.0,0.0
2024-04-27,Amperville,0.2887512094259183,0.3091670219711815,0.4020817686028998,0.2846078431372549,0.3039215686274509,0.4114705882352941,0.0,0.0
2024-04-28,Amperville,0.2887512094259183,0.3091670219711815,0.4020817686028998,0.2846078431372549,0.3039215686274509,0.4114705882352941,0.0,0.0
2024-04-29,Amperville,0.2859163304885714,0.3139678098146384,0.4001158596967901,0.2800253807106599,0.3098730964467005,0.4101015228426396,0.0,0.0
2024-04-30,Amperville,0.284570030034831,0.3160077984543508,0.3994221715108182,0.2782323232323232,0.313030303030303,0.4087373737373737,0.0,0.0
2024-05-01,Amperville,0.2880970327487457,0.3102188130677994,0.4016841541834549,0.2835175879396985,0.3056281407035175,0.4108542713567839,0.0,0.0
2024-05-02,Amperville,0.2850989785941665,0.3175203344874596,0.3973806869183741,0.2786,0.3166,0.4048,0.0,0.0
2024-05-03,Amperville,0.2850989785941665,0.3175203344874596,0.3973806869183741,0.2786,0.3166,0.4048,0.0,0.0
2024-05-04,Amperville,0.2856326678999262,0.3183784943154134,0.3959888377846605,0.2794527363184079,0.3157462686567164,0.4048009950248756,0.0,0.0
2024-05-05,Amperville,0.2856326678999262,0.3183784943154134,0.3959888377846605,0.2794527363184079,0.3157462686567164,0.4048009950248756,0.0,0.0
2024-05-06,Amperville,0.2870264185710985,0.314450570467797,0.3985230109611046,0.2809508196721311,0.3115245901639344,0.4075245901639344,0.0,0.0
2024-05-07,Amperville,0.2870264185710985,0.314450570467797,0.3985230109611046,0.2809508196721311,0.3115245901639344,0.4075245901639344,0.0,0.0
2024-05-08,Amperville,0.2850996630738505,0.315594660179494,0.3993056767466553,0.2794934640522876,0.3117156862745098,0.4087908496732026,0.0,0.0
2024-05-09,Amperville,0.2850996630738505,0.315594660179494,0.3993056767466553,0.2794934640522876,0.3117156862745098,0.4087908496732026,0.0,0.0
2024-05-10,Amperville,0.2850996630738505,0.315594660179494,0.3993056767466553,0.2794934640522876,0.3117156862745098,0.4087908496732026,0.0,0.0
2024-05-11,Amperville,0.2850996630738505,0.315594660179494,0.3993056767466553,0.2794934640522876,0.3117156862745098,0.4087908496732026,0.0,0.0
2024-05-12,Amperville,0.2850996630738505,0.315594660179494,0.3993056767466553,0.2794934640522876,0.3117156862745098,0.4087908496732026,0.0,0.0
2024-05-13,Amperville,0.2840307416848667,0.3215951520968931,0.3943741062182399,0.2789195979899497,0.3194974874371859,0.4015829145728643,0.0,0.0
2024-05-14,Amperville,0.2840307416848667,0.3215951520968931,0.3943741062182399,0.2789195979899497,0.3194974874371859,0.4015829145728643,0.0,0.0
2024-05-15,Amperville,0.2863169180545988,0.3192050344392982,0.3944780475061024,0.2822055137844611,0.3166040100250626,0.4011904761904762,0.0,0.0
2024-05-16,Amperville,0.2863169180545988,0.3192050344392982,0.3944780475061024,0.2822055137844611,0.3166040100250626,0.4011904761904762,0.0,0.0
2024-05-17,Amperville,0.2854004730521081,0.3191078905035745,0.395491636444317,0.2804375,0.31695,0.4026125,0.0,0.0
2024-05-18,Amperville,0.2854004730521081,0.3191078905035745,0.395491636444317,0.2804375,0.31695,0.4026125,0.0,0.0
2024-05-19,Amperville,0.2854004730521081,0.3191078905035745,0.395491636444317,0.2804375,0.31695,0.4026125,0.0,0.0
2024-05-20,Amperville,0.2833613124653302,0.3198360141360197,0.3968026733986497,0.2777114967462039,0.3174403470715835,0.4048481561822126,0.0,0.0
2024-05-21,Amperville,0.2833613124653302,0.3198360141360197,0.3968026733986497,0.2777114967462039,0.3174403470715835,0.4048481561822126,0.0,0.0
2024-05-22,Amperville,0.2832782136049184,0.3195455448021672,0.3971762415929149,0.2778030303030303,0.3177056277056277,0.404491341991342,0.0,0.0
2024-05-23,Amperville,0.2832782136049184,0.3195455448021672,0.3971762415929149,0.2778030303030303,0.3177056277056277,0.404491341991342,0.0,0.0
2024-05-24,Amperville,0.2832782136049184,0.3195455448021672,0.3971762415929149,0.2778030303030303,0.3177056277056277,0.404491341991342,0.0,0.0
