date,province,cc_mean_vote_share,dgm_mean_vote_share,pdal_mean_vote_share,cc_win_probability,dgm_win_probability,pdal_win_probability,ssp_mean_vote_share,ssp_win_probability
2024-04-02,,,,,,,,,
2024-04-03,Amperville,0.2829077499074232,0.3020514963857756,0.4150407537068012,0.2773333333333333,0.297,0.4256666666666667,0.0,0.0
2024-04-04,Amperville,0.2829077499074232,0.3020514963857756,0.4150407537068012,0.2773333333333333,0.297,0.4256666666666667,0.0,0.0
2024-04-05,Amperville,0.2829077499074232,0.3020514963857756,0.4150407537068012,0.2773333333333333,0.297,0.4256666666666667,0.0,0.0
2024-04-06,Amperville,0.2829077499074232,0.3020514963857756,0.4150407537068012,0.2773333333333333,0.297,0.4256666666666667,0.0,0.0
2024-04-07,Amperville,0.2829077499074232,0.3020514963857756,0.4150407537068012,0.2773333333333333,0.297,0.4256666666666667,0.0,0.0
2024-04-08,Amperville,0.291069387984563,0.3122716350063299,0.3966589770091069,0.2851162790697674,0.3077906976744186,0.407093023255814,0.0,0.0
2024-04-09,Amperville,0.291069387984563,0.3122716350063299,0.3966589770091069,0.2851162790697674,0.3077906976744186,0.407093023255814,0.0,0.0
2024-04-10,Amperville,0.291069387984563,0.3122716350063299,0.3966589770091069,0.2851162790697674,0.3077906976744186,0.407093023255814,0.0,0.0
2024-04-11,Amperville,0.291069387984563,0.3122716350063299,0.3966589770091069,0.2851162790697674,0.3077906976744186,0.407093023255814,0.0,0.0
2024-04-12,Amperville,0.291069387984563,0.3122716350063299,0.3966589770091069,0.2851162790697674,0.3077906976744186,0.407093023255814,0.0,0.0
2024-04-13,Amperville,0.291069387984563,0.3122716350063299,0.3966589770091069,0.2851162790697674,0.3077906976744186,0.407093023255814,0.0,0.0
2024-04-14,Amperville,0.291069387984563,0.3122716350063299,0.3966589770091069,0.2851162790697674,0.3077906976744186,0.407093023255814,0.0,0.0
2024-04-15,Amperville,0.2816513838212126,0.3143686065701588,0.4039800096086287,0.273768115942029,0.3116666666666666,0.4145652173913043,0.0,0.0
2024-04-16,Amperville,0.2816513838212126,0.3143686065701588,0.4039800096086287,0.273768115942029,0.3116666666666666,0.4145652173913043,0.0,0.0
2024-04-17,Amperville,0.2816513838212126,0.3143686065701588,0.4039800096086287,0.273768115942029,0.3116666666666666,0.4145652173913043,0.0,0.0
2024-04-18,Amperville,0.2816513838212126,0.3143686065701588,0.4039800096086287,0.273768115942029,0.3116666666666666,0.4145652173913043,0.0,0.0
2024-04-19,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-04-20,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-04-21,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-04-22,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-04-23,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-04-24,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-04-25,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-04-26,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-04-27,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-04-28,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-04-29,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-04-30,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-01,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-02,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-03,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-04,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-05,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-06,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-07,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-08,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-09,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-10,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-11,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-12,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-13,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-14,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-15,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-16,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-17,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-18,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-19,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-20,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-21,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-22,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-23,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-24,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-25,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-26,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-27,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-28,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-29,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-30,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
2024-05-31,Amperville,0.2822319776319595,0.3158031815666767,0.4019648408013639,0.2772857142857143,0.3122142857142857,0.4105,0.0,0.0
