date,cc_mean_vote_share,dgm_mean_vote_share,pdal_mean_vote_share,ssp_mean_vote_share,cc_win_probability,dgm_win_probability,pdal_win_probability,ssp_win_probability
2024-04-03,0.30850258444616335,0.2995972228995048,0.3279433641068903,0.06395682854744149,0.324,0.33,0.346,0.0
2024-04-04,0.3090920065289127,0.3000345940642419,0.3268847451745178,0.06398865423232745,0.325,0.298,0.377,0.0
2024-04-05,0.3090920065289127,0.3000345940642419,0.3268847451745178,0.06398865423232745,0.337,0.277,0.386,0.0
2024-04-07,0.3090920065289127,0.3000345940642419,0.3268847451745178,0.06398865423232745,0.325,0.302,0.373,0.0
2024-04-08,0.31037802178932405,0.29840190366123176,0.3278025144685068,0.06341756008093742,0.339,0.3,0.361,0.0
2024-04-10,0.31037802178932405,0.29840190366123176,0.3278025144685068,0.06341756008093742,0.325,0.298,0.377,0.0
2024-04-11,0.3108620479450678,0.2979850029138087,0.32773538906018607,0.06341756008093742,0.301,0.287,0.412,0.0
2024-04-12,0.3108620479450678,0.2979850029138087,0.32773538906018607,0.06341756008093742,0.285,0.303,0.412,0.0
2024-04-13,0.3104347419234868,0.2976899572419414,0.32845774075363426,0.06341756008093742,0.306,0.315,0.379,0.0
2024-04-14,0.31009104738806026,0.29790634219928747,0.32777630016589593,0.06422631024675633,0.326,0.31,0.364,0.0
2024-04-15,0.3073401804151686,0.29956226945911996,0.3301968006804344,0.06290074944527696,0.302,0.318,0.38,0.0
2024-04-17,0.3076033424850682,0.29959697903078925,0.32989892903886553,0.06290074944527696,0.304,0.307,0.389,0.0
2024-04-18,0.30741861903560713,0.2995617393306143,0.3297637725127272,0.06325586912105123,0.289,0.314,0.397,0.0
2024-04-19,0.3078572611469567,0.2985582309898696,0.3303286387421224,0.06325586912105123,0.294,0.322,0.384,0.0
