date,cc_mean_vote_share,dgm_mean_vote_share,pdal_mean_vote_share,ssp_mean_vote_share,cc_win_probability,dgm_win_probability,pdal_win_probability,ssp_win_probability
2024-04-03,0.3121801254421947,0.29562279077108206,0.32795518713239025,0.06424189665433291,0.31,0.283,0.407,0.0
2024-04-04,0.3121801254421947,0.29562279077108206,0.32795518713239025,0.06424189665433291,0.325,0.292,0.383,0.0
2024-04-06,0.3113592572300526,0.2973568301296596,0.32767322907760765,0.06361068356268014,0.305,0.324,0.371,0.0
2024-04-07,0.31070926645763336,0.2988916710432112,0.3269077008264587,0.06349136167269664,0.303,0.313,0.384,0.0
2024-04-08,0.31043848755716796,0.29877322402961165,0.3273243530554177,0.06346393535780274,0.339,0.309,0.352,0.0
2024-04-09,0.3105557551925651,0.29809775978810704,0.3278825496615249,0.06346393535780274,0.326,0.296,0.378,0.0
2024-04-10,0.30920422197076813,0.29991032619363633,0.32742151647779266,0.06346393535780274,0.274,0.337,0.389,0.0
2024-04-12,0.30920422197076813,0.29991032619363633,0.32742151647779266,0.06346393535780274,0.297,0.323,0.38,0.0
2024-04-14,0.30920422197076813,0.29991032619363633,0.32742151647779266,0.06346393535780274,0.343,0.281,0.376,0.0
2024-04-16,0.3084383543209105,0.29777265917219814,0.33009354892997994,0.06369543757691125,0.306,0.285,0.409,0.0
2024-04-17,0.308351643835961,0.29764126418654735,0.3303116544005802,0.06369543757691125,0.319,0.321,0.36,0.0
2024-04-18,0.3083114402903658,0.2988237396715707,0.32916938246115207,0.06369543757691125,0.302,0.314,0.384,0.0
2024-04-19,0.3083114402903658,0.2988237396715707,0.32916938246115207,0.06369543757691125,0.313,0.285,0.402,0.0
2024-04-20,0.30653255054406253,0.29935378867936663,0.32995985005220396,0.06415381072436682,0.31,0.307,0.383,0.0
2024-04-21,0.30653255054406253,0.29935378867936663,0.32995985005220396,0.06415381072436682,0.313,0.322,0.365,0.0
2024-04-22,0.3074843167356676,0.29754933398189193,0.3314265609044905,0.06353978837794975,0.337,0.303,0.36,0.0
2024-04-23,0.30717366380607053,0.2981410908631407,0.33114545695283887,0.06353978837794975,0.317,0.32,0.363,0.0
2024-04-24,0.3069342079239463,0.29820139175600185,0.33124423811929576,0.06362016220075588,0.292,0.295,0.413,0.0
2024-04-25,0.3070622982834669,0.2976686719452131,0.33164886757056394,0.06362016220075588,0.327,0.279,0.394,0.0
2024-04-26,0.30747063223379584,0.29745577306108284,0.33145343250436526,0.06362016220075588,0.31,0.312,0.378,0.0
2024-04-27,0.307460959731324,0.2978223350631836,0.33126311138016995,0.06345359382532223,0.328,0.297,0.375,0.0
2024-04-28,0.3068600354468561,0.29746119166931356,0.33205555540699033,0.06362321747683986,0.292,0.311,0.397,0.0
2024-04-29,0.3080399161811658,0.29854126919005364,0.3300561215379015,0.063362693090879,0.337,0.309,0.354,0.0
2024-04-30,0.30777293449267695,0.2987054602925852,0.3301589121238588,0.063362693090879,0.332,0.287,0.381,0.0
2024-05-01,0.30688312273549917,0.29892454232235927,0.331309059921238,0.06288327502090356,0.303,0.327,0.37,0.0
2024-05-02,0.3063534649753415,0.29927710772123756,0.33146980663605713,0.06289962066736378,0.339,0.298,0.363,0.0
2024-05-03,0.3065635552109946,0.2996376875696775,0.33094099177789493,0.06285776544143293,0.275,0.303,0.422,0.0
2024-05-04,0.3073669570890986,0.29916469262282974,0.3306105848466386,0.06285776544143293,0.321,0.293,0.386,0.0
2024-05-05,0.30772526562343244,0.2997305492553949,0.32975830744938983,0.06278587767178269,0.324,0.265,0.411,0.0
2024-05-06,0.3058667667521379,0.3002597918108178,0.3311249274300902,0.06274851400695398,0.326,0.29,0.384,0.0
2024-05-07,0.3058667667521379,0.3002597918108178,0.3311249274300902,0.06274851400695398,0.302,0.318,0.38,0.0
2024-05-08,0.30634293361585957,0.29923309215152843,0.3316898415335923,0.06273413269901958,0.3,0.309,0.391,0.0
2024-05-09,0.3066924751908676,0.2988381013005253,0.33145100283468004,0.06301842067392677,0.312,0.288,0.4,0.0
2024-05-10,0.30660097348691123,0.2992286815953696,0.33098381669193216,0.06318652822578674,0.307,0.315,0.378,0.0
2024-05-11,0.30680594878457396,0.2994132215044067,0.33059430148523244,0.06318652822578674,0.319,0.29,0.391,0.0
2024-05-12,0.3063564476888115,0.29980034669243466,0.3306566773929669,0.06318652822578674,0.307,0.292,0.401,0.0
2024-05-13,0.304999242200037,0.30010995892017034,0.33228278957393903,0.0626080093058536,0.292,0.298,0.41,0.0
2024-05-14,0.3055994899706688,0.2993118830375854,0.3323350693764722,0.06275355761527364,0.274,0.334,0.392,0.0
2024-05-15,0.3053282330267681,0.29970332562179247,0.3320454803196551,0.06292296103178441,0.31,0.308,0.382,0.0
2024-05-16,0.30401380895684177,0.30084377484285274,0.33221945516852086,0.06292296103178441,0.322,0.305,0.373,0.0
2024-05-18,0.30418102190389634,0.3006737129821823,0.33227195624052563,0.06287330887339555,0.286,0.301,0.413,0.0
2024-05-19,0.30425395564061336,0.300388742367751,0.3324014539367312,0.0629558480549043,0.297,0.293,0.41,0.0
2024-05-20,0.30432122608890483,0.3007544043803723,0.33230370351185495,0.06262066601886791,0.349,0.291,0.36,0.0
2024-05-21,0.30407433414571877,0.3009565938828042,0.3323484059526091,0.06262066601886791,0.309,0.311,0.38,0.0
