year,province,date_published,cc_poll_share,dgm_poll_share,pdal_poll_share,ssp_poll_share
1984,Amperville,1984-04-08 00:00:00,0.12633333333333335,0.16833333333333333,0.7053333333333334,
1984,Amperville,1984-04-10 00:00:00,0.2853333333333333,0.34933333333333333,0.36533333333333334,
1984,Amperville,1984-04-25 00:00:00,0.10693333333333335,0.17293333333333336,0.7201333333333333,
1984,Amperville,1984-04-30 00:00:00,0.20173333333333332,0.31553333333333333,0.48273333333333335,
1984,Amperville,1984-05-01 00:00:00,0.20918666666666666,0.3248266666666667,0.46598666666666666,
1984,Amperville,1984-05-03 00:00:00,0.1436466666666667,0.2122466666666667,0.6438066666666666,
1984,Amperville,1984-05-07 00:00:00,0.19714933333333334,0.33426133333333335,0.46918933333333335,
1984,Amperville,1984-05-10 00:00:00,0.1958528,0.31014240000000004,0.49468480000000004,
1984,Amperville,1984-05-11 00:00:00,0.19614890666666668,0.3059805866666667,0.4980145066666667,
1984,Amperville,1984-05-13 00:00:00,0.08591733333333335,0.19059733333333334,0.7234453333333333,
1984,Amperville,1984-05-17 00:00:00,0.17525245866666667,0.3289178026666667,0.49594493866666667,
1984,Amperville,1984-05-22 00:00:00,0.16246863360000002,0.38800090880000004,0.44962261760000005,
1984,Amperville,1984-05-24 00:00:00,0.16530824021333335,0.34493406037333335,0.4898314274133334,
1984,Amperville,1984-05-25 00:00:00,0.07813386666666668,0.1778778666666667,0.7439562666666666,
1984,Amperville,1984-05-26 00:00:00,0.17131325883733334,0.34541391496533336,0.48333180859733343,
1984,Amperville,1984-05-30 00:00:00,0.1890506070698667,0.32893113197226664,0.48206544687786673,
1984,Amperville,1984-06-03 00:00:00,0.17000715232256003,0.36311157224448004,0.46691902416896003,
1984,Amperville,1984-06-08 00:00:00,0.16047238852471468,0.3515559244622507,0.4880018860018348,
1984,Amperville,1984-06-12 00:00:00,0.15884457748643843,0.3863114062364672,0.45486817546813446,
1985,Amperville,1985-04-10 00:00:00,0.148,0.166,0.686,
1985,Amperville,1985-04-29 00:00:00,0.21533333333333335,0.31333333333333335,0.4723333333333333,
1985,Amperville,1985-05-02 00:00:00,0.21886666666666665,0.30646666666666667,0.4750666666666667,
1985,Amperville,1985-05-08 00:00:00,0.22540444444444446,0.2941177777777778,0.48079777777777777,
1985,Amperville,1985-05-09 00:00:00,0.1024,0.1654,0.7322,
1985,Amperville,1985-05-16 00:00:00,0.19779022222222226,0.3233608888888889,0.4791048888888889,
1985,Amperville,1985-05-18 00:00:00,0.11332,0.17931999999999998,0.70736,
1985,Amperville,1985-05-25 00:00:00,0.14212266666666667,0.23142266666666667,0.6264546666666667,
1985,Amperville,1985-05-31 00:00:00,0.19609884444444448,0.3359553777777778,0.4675505777777778,
1985,Amperville,1985-06-04 00:00:00,0.08103146666666668,0.17187146666666667,0.7470970666666668,
1985,Amperville,1985-06-05 00:00:00,0.22354574222222223,0.2626309688888889,0.5139071288888889,
1985,Amperville,1985-06-07 00:00:00,0.07889184000000002,0.23396384000000003,0.68714432,
1985,Amperville,1985-06-10 00:00:00,0.19796992711111117,0.33883810844444445,0.46325903644444444,
1985,Amperville,1985-06-16 00:00:00,0.22184260835555558,0.32833715342222225,0.44987389582222226,
1986,Amperville,1986-04-09 00:00:00,0.214,0.086,0.7000000000000001,
1986,Amperville,1986-04-11 00:00:00,0.24880000000000002,0.09920000000000001,0.6514,
1986,Amperville,1986-04-16 00:00:00,0.441,0.159,0.40099999999999997,
1986,Amperville,1986-04-21 00:00:00,0.23704000000000003,0.09056,0.6717200000000001,
1986,Amperville,1986-04-28 00:00:00,0.4234,0.1306,0.4464,
1986,Amperville,1986-04-30 00:00:00,0.45685333333333333,0.13501333333333332,0.40845333333333333,
1986,Amperville,1986-05-01 00:00:00,0.4435493333333334,0.13307733333333335,0.42362933333333336,
1986,Amperville,1986-05-05 00:00:00,0.44350613333333333,0.14482853333333334,0.41217013333333336,
1986,Amperville,1986-05-06 00:00:00,0.20276533333333335,0.11118133333333334,0.6859093333333335,
1986,Amperville,1986-05-07 00:00:00,0.4302049066666668,0.12506282666666668,0.44493610666666666,
1986,Amperville,1986-05-08 00:00:00,0.41909725866666675,0.1433835946666667,0.4376822186666667,
1986,Amperville,1986-05-10 00:00:00,0.1704122666666667,0.08214506666666668,0.7473274666666667,
1986,Amperville,1986-05-13 00:00:00,0.19112981333333334,0.08231605333333333,0.7270619733333333,
1986,Amperville,1986-05-14 00:00:00,0.42427780693333345,0.14130687573333336,0.43454577493333335,
1986,Amperville,1986-05-15 00:00:00,0.41542224554666674,0.1386455005866667,0.4460366199466667,
1986,Amperville,1986-05-17 00:00:00,0.17363718400000003,0.09218617600000001,0.7341829120000001,
1986,Amperville,1986-05-22 00:00:00,0.4121377964373334,0.15931640046933337,0.42862929595733334,
1986,Amperville,1986-05-28 00:00:00,0.24857641386666673,0.10531560746666667,0.6461129962666666,
1986,Amperville,1986-06-06 00:00:00,0.18406113109333339,0.10685248597333334,0.7090903970133333,
1986,Amperville,1986-06-07 00:00:00,0.20018223820800002,0.093815322112,0.706005650944,
1986,Amperville,1986-06-08 00:00:00,0.2470124572330667,0.10711892435626667,0.6458711874218668,
1986,Amperville,1986-06-13 00:00:00,0.1681432991197867,0.09542847281834668,0.7364302832708267,
1986,Amperville,1986-06-14 00:00:00,0.17491463929582934,0.10914277825467733,0.7159442266166613,
1986,Amperville,1986-06-15 00:00:00,0.3966435704832001,0.17578645370880003,0.42763677009920004,
1987,Amperville,1987-04-16 00:00:00,0.06,0.214,0.7260000000000001,
1987,Amperville,1987-04-29 00:00:00,0.21566666666666665,0.2906666666666667,0.4946666666666667,
1987,Amperville,1987-05-03 00:00:00,0.1106,0.2475,0.6419,
1987,Amperville,1987-05-06 00:00:00,0.19646666666666668,0.2948666666666667,0.5090666666666667,
1987,Amperville,1987-05-07 00:00:00,0.18410666666666667,0.2814266666666667,0.5347866666666667,
1987,Amperville,1987-05-08 00:00:00,0.16315200000000002,0.26480800000000004,0.572296,
1987,Amperville,1987-05-13 00:00:00,0.16932160000000002,0.30404640000000005,0.5262368,
1987,Amperville,1987-05-16 00:00:00,0.057946666666666674,0.21506666666666668,0.7269866666666667,
1987,Amperville,1987-05-29 00:00:00,0.057024000000000005,0.21952000000000002,0.7234560000000001,
1987,Amperville,1987-05-31 00:00:00,0.16159061333333335,0.3271704533333334,0.5110227733333333,
1987,Amperville,1987-06-08 00:00:00,0.04401920000000001,0.21581600000000004,0.7401648000000001,
1988,Amperville,1988-04-07 00:00:00,0.17266666666666666,0.31966666666666665,0.5081666666666667,
1988,Amperville,1988-04-26 00:00:00,0.2813333333333333,0.31933333333333336,0.4003333333333333,
1988,Amperville,1988-05-01 00:00:00,0.14906666666666668,0.23546666666666666,0.6156666666666667,
1988,Amperville,1988-05-03 00:00:00,0.2557333333333333,0.34773333333333334,0.39693333333333336,
1988,Amperville,1988-05-04 00:00:00,0.26512,0.33072,0.40448000000000006,
1988,Amperville,1988-05-05 00:00:00,0.250496,0.343776,0.40598400000000007,
1988,Amperville,1988-05-08 00:00:00,0.23866346666666666,0.3436874666666667,0.4178538666666668,
1988,Amperville,1988-05-12 00:00:00,0.22993077333333334,0.3515499733333334,0.4186830933333334,
1988,Amperville,1988-05-14 00:00:00,0.15092,0.23043999999999998,0.6194,
1988,Amperville,1988-05-19 00:00:00,0.22214461866666668,0.3646399786666667,0.41334647466666674,
1988,Amperville,1988-05-25 00:00:00,0.2460490282666667,0.35044531626666675,0.40361051306666673,
1988,Amperville,1988-05-30 00:00:00,0.14926933333333334,0.22728533333333328,0.6236533333333334,
1988,Amperville,1988-06-03 00:00:00,0.14501546666666668,0.23902826666666666,0.6167226666666668,
1988,Amperville,1988-06-05 00:00:00,0.26333922261333337,0.33445625301333337,0.4022884104533334,
1988,Amperville,1988-06-08 00:00:00,0.24770471142400002,0.349498335744,0.4028640616960001,
1988,Amperville,1988-06-09 00:00:00,0.11087904,0.25328928,0.6360448000000001,
1988,Amperville,1988-06-18 00:00:00,0.27929710247253337,0.3233320019285334,0.3962245826901334,
1988,Amperville,1988-06-19 00:00:00,0.10610323199999999,0.25683142400000003,0.63723584,
1989,Amperville,1989-04-19 00:00:00,0.212,0.434,0.354,
1989,Amperville,1989-04-25 00:00:00,0.09266666666666667,0.27266666666666667,0.6346666666666666,
1989,Amperville,1989-04-27 00:00:00,0.08426666666666667,0.2558666666666667,0.6598666666666666,
1989,Amperville,1989-05-04 00:00:00,0.12844666666666668,0.3130266666666667,0.5585266666666666,
1989,Amperville,1989-05-07 00:00:00,0.1946,0.4016,0.40379999999999994,
1989,Amperville,1989-05-09 00:00:00,0.21528,0.40108,0.38364,
1989,Amperville,1989-05-10 00:00:00,0.2318906666666667,0.4171306666666667,0.35097866666666666,
1989,Amperville,1989-05-11 00:00:00,0.20551253333333336,0.38190453333333335,0.4125829333333333,
1989,Amperville,1989-05-14 00:00:00,0.19511002666666666,0.42062362666666675,0.3842663466666667,
1989,Amperville,1989-05-15 00:00:00,0.08229066666666668,0.2939546666666667,0.6237546666666667,
1989,Amperville,1989-05-18 00:00:00,0.11966586666666668,0.33769706666666666,0.5426370666666667,
1989,Amperville,1989-05-21 00:00:00,0.18422135466666667,0.4646322346666667,0.3511464106666667,
1989,Amperville,1989-06-02 00:00:00,0.08173269333333334,0.2905576533333334,0.6271096533333334,
1989,Amperville,1989-06-08 00:00:00,0.18537708373333334,0.4245057877333334,0.3907171285333334,
1989,Amperville,1989-06-11 00:00:00,0.1623016669866667,0.4268046301866667,0.4109737028266667,
1990,Amperville,1990-04-14 00:00:00,0.08133333333333334,0.16133333333333333,0.7573333333333333,
1990,Amperville,1990-04-18 00:00:00,0.09133333333333335,0.16053333333333333,0.7481333333333333,
1990,Amperville,1990-04-20 00:00:00,0.08226666666666668,0.16082666666666667,0.7569066666666666,
1990,Amperville,1990-05-02 00:00:00,0.19333333333333333,0.2833333333333333,0.5223333333333333,
1990,Amperville,1990-05-05 00:00:00,0.07634666666666667,0.1461946666666667,0.7774586666666667,
1990,Amperville,1990-05-08 00:00:00,0.17513333333333336,0.29333333333333333,0.5311333333333333,
1990,Amperville,1990-05-09 00:00:00,0.18190666666666666,0.28526666666666667,0.5325066666666667,
1990,Amperville,1990-05-14 00:00:00,0.19419200000000003,0.26808,0.5374720000000001,
1990,Amperville,1990-05-17 00:00:00,0.17475360000000004,0.306564,0.5184776,
1990,Amperville,1990-05-18 00:00:00,0.17113621333333337,0.2869845333333334,0.5417154133333333,
1990,Amperville,1990-05-19 00:00:00,0.077544,0.14522240000000003,0.7772336,
1990,Amperville,1990-05-21 00:00:00,0.16344230400000004,0.29212096000000004,0.544305664,
1990,Amperville,1990-05-29 00:00:00,0.06963520000000001,0.14417792000000001,0.78618688,
1990,Amperville,1990-06-04 00:00:00,0.06304149333333334,0.15767566933333332,0.7792828373333334,
1990,Amperville,1990-06-09 00:00:00,0.16808717653333335,0.30303010133333336,0.5287778645333334,
1990,Amperville,1990-06-10 00:00:00,0.1800697412266667,0.2984240810666666,0.5214222916266666,
1991,Amperville,1991-04-04 00:00:00,0.09999999999999999,0.19199999999999998,0.7080000000000001,
1991,Amperville,1991-04-05 00:00:00,0.2723333333333333,0.31733333333333336,0.4103333333333333,
1991,Amperville,1991-04-21 00:00:00,0.24513333333333331,0.35733333333333334,0.39753333333333335,
1991,Amperville,1991-05-02 00:00:00,0.27390666666666663,0.3152666666666667,0.4108266666666667,
1991,Amperville,1991-05-03 00:00:00,0.2613253333333333,0.30821333333333334,0.43046133333333336,
1991,Amperville,1991-05-06 00:00:00,0.1416,0.23419999999999996,0.6242000000000001,
1991,Amperville,1991-05-08 00:00:00,0.24379360000000003,0.312504,0.44390240000000003,
1991,Amperville,1991-05-13 00:00:00,0.2619682133333333,0.31633653333333334,0.4217219200000001,
1991,Amperville,1991-05-16 00:00:00,0.23880790400000004,0.34110256,0.4201108693333334,
1991,Amperville,1991-05-18 00:00:00,0.23637965653333337,0.3782153813333333,0.3854220288000001,
1991,Amperville,1991-05-25 00:00:00,0.20943705856000003,0.3581056384,0.4324709563733333,
1991,Amperville,1991-06-16 00:00:00,0.22901631351466667,0.3484511773866667,0.42284343176533334,
1992,Amperville,1992-04-09 00:00:00,0.20199999999999999,0.322,0.476,
1992,Amperville,1992-04-11 00:00:00,0.2114,0.335,0.4536,
1992,Amperville,1992-04-21 00:00:00,0.143,0.142,0.7160000000000001,
1992,Amperville,1992-04-29 00:00:00,0.19875333333333334,0.34173333333333333,0.45951333333333333,
1992,Amperville,1992-04-30 00:00:00,0.2224026666666667,0.32418666666666673,0.4534106666666667,
1992,Amperville,1992-05-07 00:00:00,0.2015888,0.3190160000000001,0.4787952000000001,
1992,Amperville,1992-05-12 00:00:00,0.1879377066666667,0.32487946666666667,0.4865028266666667,
1992,Amperville,1992-05-13 00:00:00,0.225816832,0.32857024,0.44546892800000004,
1992,Amperville,1992-05-14 00:00:00,0.19218679893333335,0.3357895253333334,0.4725084757333334,
1992,Amperville,1992-05-18 00:00:00,0.1286,0.2173,0.6548,
1992,Amperville,1992-05-19 00:00:00,0.1843494391466667,0.3746316202666667,0.4410067805866667,
1992,Amperville,1992-05-21 00:00:00,0.1792128846506667,0.36543862954666667,0.45533875780266675,
1992,Amperville,1992-05-24 00:00:00,0.10007999999999999,0.20284,0.6974400000000001,
1992,Amperville,1992-05-25 00:00:00,0.09239733333333333,0.21460533333333331,0.6932853333333334,
1992,Amperville,1992-05-26 00:00:00,0.09438453333333334,0.18435093333333336,0.7214949333333334,
1992,Amperville,1992-05-27 00:00:00,0.07450762666666667,0.16088074666666669,0.7647959466666667,
1992,Amperville,1992-06-02 00:00:00,0.100072768,0.174571264,0.725503424,
1992,Amperville,1992-06-06 00:00:00,0.08572488106666667,0.17952367786666668,0.7348694058666667,
1992,Amperville,1992-06-08 00:00:00,0.17703697438720004,0.381617570304,0.44193767290880004,
1992,Amperville,1992-06-10 00:00:00,0.08091323818666668,0.18735227562666668,0.7318288580266668,
1992,Amperville,1992-06-13 00:00:00,0.17656291284309336,0.3744273895765334,0.44908347166037343,
1993,Amperville,1993-04-14 00:00:00,0.07933333333333334,0.21133333333333332,0.7093333333333334,
1993,Amperville,1993-05-05 00:00:00,0.23366666666666666,0.3006666666666667,0.4646666666666667,
1993,Amperville,1993-05-10 00:00:00,0.15393333333333337,0.24423333333333333,0.6021333333333333,
1993,Amperville,1993-05-12 00:00:00,0.22526666666666667,0.3108666666666667,0.4634666666666667,
1993,Amperville,1993-05-18 00:00:00,0.20934666666666668,0.3064266666666667,0.4839066666666667,
1993,Amperville,1993-05-19 00:00:00,0.08948,0.23332,0.6772400000000001,
1993,Amperville,1993-05-20 00:00:00,0.20627733333333337,0.3197413333333333,0.47372533333333333,
1993,Amperville,1993-05-22 00:00:00,0.18775520000000004,0.3247264,0.48731360000000007,
1993,Amperville,1993-05-30 00:00:00,0.20233749333333337,0.3267144533333334,0.4707842133333334,
1993,Amperville,1993-06-04 00:00:00,0.07631733333333335,0.18998933333333334,0.7337253333333333,
1993,Amperville,1993-06-07 00:00:00,0.19960332800000002,0.32390489600000005,0.4763607040000001,
1993,Amperville,1993-06-09 00:00:00,0.11315386666666667,0.24099146666666668,0.6458802666666668,
1993,Amperville,1993-06-17 00:00:00,0.19294932906666673,0.3427905834666667,0.4641552298666667,
1993,Amperville,1993-06-18 00:00:00,0.2004927965866667,0.3283658001066667,0.4710575172266667,
1994,Amperville,1994-04-20 00:00:00,0.192,0.298,0.51,
1994,Amperville,1994-05-05 00:00:00,0.1904,0.2868,0.5234000000000001,
1994,Amperville,1994-05-09 00:00:00,0.17258666666666667,0.2833066666666667,0.5441866666666667,
1994,Amperville,1994-05-10 00:00:00,0.16706933333333335,0.3238453333333333,0.5091493333333333,
1994,Amperville,1994-05-11 00:00:00,0.1752554666666667,0.2788762666666667,0.5453194666666668,
1994,Amperville,1994-05-13 00:00:00,0.16693770666666669,0.2956343466666667,0.5373889066666666,
1994,Amperville,1994-05-14 00:00:00,0.048666666666666664,0.19066666666666668,0.7606666666666666,
1994,Amperville,1994-05-19 00:00:00,0.16168349866666668,0.30524081066666664,0.5330444586666667,
1994,Amperville,1994-05-28 00:00:00,0.17381346560000002,0.2964593152,0.5297022336000001,
